productId;initiationType;instructionIdentification;endtoendIdentification;creationDatetime;status;authorizationCode;validationPayeer;geolocalization;channel;mandateId;cicle;amount;currency;chargesAmount;gmftaxIndicator;identificationType;identificationNumber;merchantCustomerName;merchantCustomerCategoryCode;serviceCode;reference2;reference3;unstructured;reference1;method;financial_institution;account;accountType;financialInstitution;account;accountType;identificationType;identificationNumber;name;ciiu;serviceCode;instructionIdentification;userType;identificationType;identificationNumber;name;phoneNumber;email;address;userType;identificationType;identificationNumber;name;phoneNumber;email;comentario
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";status - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";null;"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";status - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";authorizationCode - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";null;"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";authorizationCode - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";validationPayeer - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";null;"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";validationPayeer - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";geolocalization - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";null;"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";geolocalization - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";channel - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";null;"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";channel - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""""";"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";mandateId - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";null;"""DAILY""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";mandateId - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""""";100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";cicle - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";null;100.00;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";cicle - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";amount - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";null;"""USD""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";amount - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""""";5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";currency - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;null;5.00;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";currency - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";chargesAmount - Enviar campo vacio
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";null;"""N""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";chargesAmount - Enviar campo nulo
{{id}};"""PR""";"""{{cus}}""";"""E2E1234567890""";"""{{currentDate}}""";"""PENDING""";"""ENTITY_NOT_EXISTS""";"""Y""";"""41.40338, 2.17403""";"""ONLINE""";"""MANDATE123""";"""DAILY""";100.00;"""USD""";5.00;"""""";"""CC""";"""1234567890""";"""John Doe""";"""B2C""";"""SV123""";"""REF2-123""";"""REF3-123""";"""UNSTR123""";"""REF1-123""";"""METHOD123""";"""Banco A""";"""123456789""";"""CHECKING""";"""Banco B""";"""987654321""";"""SAVINGS""";"""CC""";"""1122334455""";"""Jane Smith""";"""CI123""";"""SV456""";"""INST12345""";"""PN""";"""CC""";"""5566778899""";"""Doe Corp""";"""555-1234""";"""doe@corp.com""";"""123 Main St""";"""PJ""";"""CE""";"""9988776655""";"""Third Party Ltd""";"""555-5678""";"""third@party.com""";gmftaxIndicator - Enviar campo vacio
