productId,entityCode,financialInstitutionCode,serviceCode,transactionValue,vatValue,ticketId,entityUrl,userType,referenceNumber1,referenceNumber2,referenceNumber3,soliciteDate,paymentDescription,identificationType,identificationNumber,fullName,cellphoneNumber,address,email,beneficiaryEntityIdentificationType,beneficiaryEntityIdentification,beneficiaryEntityName,beneficiaryEntityCIIUCategory,beneficiaryIdentificationType,beneficiaryIdentification,indicator4per1000,entityType,entityCodeTr,entityNit,entityEANCode,modalityPayments,typeVinculation,entityName,economicActivity,codeEconomicActivity,clientRegistry,parameterPOST,entityDirection,entityCountry,entityCity,transactionCalendar,transactionRestrictionCalendar,transactionCredit,entityPerformanceMonitoring,entityEnabled,consumerBankList,entityNF,directColection,entityGateway,entityUseGateway,associatedGateway,entitySocialSecurity,administratorSocialSecurity,directSpins,changeTransactionState,entitySusceptibleReversal,entityListBank,serviceCodeTr,serviceName,serviceDescription,serviceAprobation,serviceState,serviceSucursal,serviceNIT,serviceNameAssociate,serviceCategoryCIIU,serviceMulticredit,serviceCodeMulticredit,serviceNameMulticredit,serviceDescriptionMulticredit,serviceAprobationMulticredit,serviceStateMulticredit,serviceTypeIntegration,serviceAssociateGateway,serviceLimitCategoryNatural,serviceLimitCategoryJuridic,serviceTypePayment,serviceTypeCollection,accountNumber,accountType,accountFinancialInstitution,accountNIT,accountAprobation,accountState,typeCompensation,codeRouteTransit,codeCompensation,percentageUseLimits,financialInstitutionEnabled,financialInstitutionCollecting,financialInstitutionWSFraudPrevention,financialInstitutionHold,financialInstitutionWSCredit,financialInstitutionWSNF,financialInstitutionReport,financialInstitutionMonthlyReport,serviceCode,companyIdentification,transactionValue,vatValue,extraData,serviceCode,companyIdentification,transactionValue,vatValue,extraData,comentario
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""",null,"""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",beneficiaryIdentificationType-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",beneficiaryIdentification-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""",null,1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",beneficiaryIdentification-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",indicator4per1000-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",null,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",indicator4per1000-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityType-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,null,"""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityType-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityCodeTr-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""",null,"""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityCodeTr-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityNit-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""",null,"""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityNit-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityEANCode-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""",null,"""NORMAL""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityEANCode-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""""","""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",modalityPayments-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""",null,"""PSE_DESARROLLO_PROPIO""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",modalityPayments-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""""","""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",typeVinculation-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""",null,"""Entity Name""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",typeVinculation-enviar nulo
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""","""""","""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityName-enviarlo vacio
"""{{id}}""","""1244""","""67890""","""124""",100.50,19.05,987654321,"""http://example.com""","""PERSON""","""ref123""","""ref456""","""ref789""","""2024-12-10T12:00:00Z""","""Payment for services""","""CC""","""ABC123456""","""John Doe""",123456789,"""123 Main St""","""john.doe@example.com""","""CC""","""987654321""","""Beneficiary Corp""","""C1234""","""NIT""","""NID98765432199""",1,"""PRIVADA""","""1244""","""11111111""","""123456789""","""NORMAL""","""PSE_DESARROLLO_PROPIO""",null,"""retail""","""E1234""",true,false,"""North""","""Country""","""City""","""2023-07-26T12:00:00Z""","""2023-07-27T12:00:00Z""",true,false,false,true,false,true,false,true,"""gateway123""",false,true,false,true,false,"""bank123""","""124""","""Service Name""","""Service Description""","""si""","""ACTIVO""","""Main""","""NIT987654321""","""Associate Name""","""CIIU1234""",true,"""123""","""Multi Credit Name""","""Multi Credit Description""","""SI""","""ACTIVO""","""Integration Type""","""Associated Gateway""","""Category Natural""","""Category Juridic""","""RECAUDOS""","""RECAUDOS""","""ACC123456789""","""AHORROS""","""Bank Name""","""NIT654321987""","""SI""","""ACTIVO""","""LINEA_ACH""",123,"""CC123""",""" """,true,true,false,"""Hold Info""",true,false,true,true,"""124""","""8888888""",100,100,"""DATA1""","""124""","""8888889""",101,100,"""DATA2""",entityName-enviar nulo
